PROGRAMNAME	PROGRAMURL	CATALOGNAME	LASTUPDATED	NAME	KEYWORDS	DESCRIPTION	SKU	MANUFACTURER	MANUFACTURERID	UPC	ISBN	CURRENCY	SALEPRICE	PRICE	RETAILPRICE	FROMPRICE	BUYURL	IMPRESSIONURL	IMAGEURL	ADVERTISERCATEGORY	THIRDPARTYID	THIRDPARTYCATEGORY	AUTHOR	ARTIST	TITLE	PUBLISHER	LABEL	FORMAT	SPECIAL	GIFT	PROMOTIONALTEXT	STARTDATE	ENDDATE	OFFLINE	ONLINE	INSTOCK	CONDITION	WARRANTY	STANDARDSHIPPINGCOST
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.535	Sweet Pink Lace Splice Woman Shorts	sweet shorts,woman shorts,summer shorts,pink shorts,drawstring shorts,elastic waist shorts,fashion shorts,lace shorts,hot shorts,mini shorts	The shorts featuring symmetric lace splice design. Elastic waist. White lace.	OP59305	OASAP	OASAP			USD	13.99	19.99	19.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fshorts%2F59305-sweet-pink-lace-splice-woman-shorts.html	http://www.awltovhc.com/image-7893798-11634729	http://image5.oasap.com/o_img/2015/08/05/59305-448085-home/sweet-pink-lace-splice-woman-shorts.jpg	Shorts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.536	Deep V On-seam Pocket Long Sleeve Velvet Romper	purple rompers,ladies rompers,cute rompers,chic rompers,charming rompers,good-looking rompers,fancy rompers,stylish rompers	the romper is made from velvet with long sleeve, deep v, patch on-seam pocker.	OP64369	OASAP	OASAP			USD	12.99	19.99	19.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F64369-deep-v-on-seam-pocket-long-sleeve-velvet-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2016/01/07/64369-528955-home/deep-v-on-seam-pocket-long-sleeve-velvet-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.536	Deep V Neck Long Sleeve Casual Blouse	v neck blouse,pullover blouse,fashion blouse,spring blouse,autumn blouse,casual blouse,chiffon blouse,long sleeve blouse	This blouse is designed with V neck, long sleeve and pullover style. Go pair with a pair of shorts, jeans or a skirt and make you attractive. Suit for business, party or other social occasions.	OP65023	OASAP	OASAP			USD	19.99	34.99	34.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fblouses%2F65023-deep-v-neck-long-sleeve-casual-blouse.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2016/03/07/65023-538979-home/deep-v-neck-long-sleeve-casual-blouse.jpg	Blouses	Blouses/Shirts	Blouses/Shirts								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.536	Women's Turn Down Collar Plaid Color Block Button Down Shirt	turn down collar shirt,plaid printed shirt,color block shirt,button down shirt,casual shirt,fashion shirt,spring shirt,stylish shirt	this shirt is designed with turn down collar, plaid printed, color block and button down closure.	OP66400	OASAP	OASAP			USD	14.99	29.99	29.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fbutton-down-shirts%2F66400-women-s-turn-down-collar-plaid-color-block-button-down-shirt.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2016/05/07/66400-558209-home/women-s-turn-down-collar-plaid-color-block-button-down-shirt.jpg	Button Down Shirts	Blouses/Shirts	Blouses/Shirts								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.537	Women Deep V-Neck Half Sleeve Floral Print A-Line Maxi Dress	pullover dress,summer dress,high waist dress,fashion dress,party dresses,maxi dresses,print dresses,evening dresses	the dress is featuring deep v neck, pullover styling, half sleeve, floral printing, high waist, ankle length and a-line silhouette.	OP200020	OASAP	OASAP			USD	22.99	39.99	39.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fcocktail-dresses%2F200020-women-deep-v-neck-half-sleeve-floral-print-a-line-maxi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image2.oasap.com/o_img/2016/05/30/200020-10000272-home/women-deep-v-neck-half-sleeve-floral-print-a-line-maxi-dress.jpg	Cocktail	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.537	Fancy Floral Print Halter Mini Dress	mini dress,skater dress,party dress,woman dress,multicolor dress,summer dress,sleeveless dress,halter dress,skater dress,a line dress,sweet dress	The dress featuring fancy floral print and pleated waist. A Line silhouette. Sleeveless.	OP57892	OASAP	OASAP			USD	24.99	39.99	39.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F57892-fancy-floral-print-halter-mini-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image8.oasap.com/o_img/2015/06/13/57892-10021964-home/fancy-floral-print-halter-mini-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.537	Sweet Solid Lace Drawstring Shorts	sweet shorts,woman shorts,summer shorts	sweet solid drawstring shorts featuring symmetric lace pattern.	OP59032	OASAP	OASAP			USD	13.99	24.99	24.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fshorts%2F59032-sweet-solid-lace-drawstring-shorts.html	http://www.awltovhc.com/image-7893798-11634729	http://image1.oasap.com/o_img/2015/07/28/59032-443913-home/sweet-solid-lace-drawstring-shorts.jpg	Shorts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.538	Elegant Solid Color A-line High Waist Pleated Skirt	chic skirt,good-looking skirt,fancy skirt,fashion skirt,comfortable skirt,slim fit skirt,high waist skirt,pleated skirt,a-line skirt	the skirt is featuring pleated. high waist. slim fit. it flaunts a slight a-like silhouette.	OP63520	OASAP	OASAP			USD	19.99	29.99	29.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fskirts%2F63520-elegant-solid-color-a-line-high-waist-pleated-skirt.html	http://www.awltovhc.com/image-7893798-11634729	http://image6.oasap.com/o_img/2015/12/02/63520-517847-home/elegant-solid-color-a-line-high-waist-pleated-skirt.jpg	Skirts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.538	Fashion Sheer Floral Print Three Quarter Sleeve Maxi Dress	floral dress,buttoned dress,v neck dress,three quarter sleeve dress,woman dress,fashion dress,stylish dress,chiffon dresses,print dresses,long dress,v neck dresses,maxi dresses	This maxi dress crafted from floral pattern with a v neckline, a buttoned front, and three quarter sleeves.	OP64588	OASAP	OASAP			USD	22.99	39.99	39.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmidi-maxi%2F64588-fashion-sheer-floral-print-three-quarter-sleeve-maxi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2016/02/16/64588-532593-home/fashion-sheer-floral-print-three-quarter-sleeve-maxi-dress.jpg	Midi & Maxi	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.539	Women Open-Shoulder Round Neck 3/4 Sleeve Chiffon Dress	fancy dresses,modern dresses,fashion dresses,comfortable dresses,open shoulder dresses,sexy dresses,party dresses,chiffon dresses,evening dresses	the dress is made from chiffon with solid color, open shoulder, round neck, 3/4 sleeve and high waist.	OP65292	OASAP	OASAP			USD	26.99	49.99	49.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F65292-women-open-shoulder-round-neck-3-4-sleeve-chiffon-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image2.oasap.com/o_img/2016/03/19/65292-542839-home/women-open-shoulder-round-neck-3-4-sleeve-chiffon-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.539	Black Pleated Chiffon Maxi Skirt	black dress,chiffon dress,solid dress,elasticized waistband dress,neat dress,maxi skirt,pleated skirt	This dress crafted in chiffon. Pleated detailing to elasticized waistband.. Partial lining.	OP56425	OASAP	OASAP			USD	26.99	39.99	39.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fskirts%2F56425-black-pleated-chiffon-maxi-skirt.html	http://www.awltovhc.com/image-7893798-11634729	http://image2.oasap.com/o_img/2015/04/30/56425-402499-home/black-pleated-chiffon-maxi-skirt.jpg	Skirts	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.539	Elegant White Crochet Paneled Mini Shift Dress	white dress,women dress,dress,dresses,cute dress,mini dress,petite dress,sweet dress,a-line dress,chiffon dresses	The dress featuring crochet lace paneled design. Round neckline with front neck-tie. Loose fit.	OP59443	OASAP	OASAP			USD	16.99	24.99	24.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fwhite-dress%2F59443-elegant-white-crochet-paneled-mini-shift-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image6.oasap.com/o_img/2015/08/08/59443-450159-home/elegant-white-crochet-paneled-mini-shift-dress.jpg	White Dress	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.54	Grace Elements Floral Mini Dress	floral dress,women dress,dress,dresses,print dress,graphic dress,mini dress,sweet dress,petite dress,chiffon dresses,a-line dress,mini dress,sexy dresses,print dresses	The dress featuring floral graphic. Boat neckline. Sleeveless. A-line silhouette.	OP60028	OASAP	OASAP			USD	15.99	24.99	24.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmini%2F60028-grace-elements-floral-mini-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image6.oasap.com/o_img/2015/08/20/60028-460443-home/grace-elements-floral-mini-dress.jpg	Mini	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.54	National Wind Deep V Backless Dress	chic dresses,fancy dresses,modern dresses,fashion dresses,comfortable dresses,vintage dresses,sexy dresses,print dresses,a-line dress,party dresses,evening dresses	the dress is featuring floral printing. deep v. backless design. it flaunts a slight a-like silhouette.	OP61416	OASAP	OASAP			USD	21.99	34.99	34.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F61416-national-wind-deep-v-backless-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image5.oasap.com/o_img/2015/10/10/61416-484203-home/national-wind-deep-v-backless-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.54	Chic Round Neck Stretch Knit Trapeze Dress	chic dresses,fancy dresses,modern dresses,fashion dresses,comfortable dresses,vintage dresses,long sleeve dresses,charming dresses,vintage dresses,sweet dress,a-line dress	the knit dress is featuring simple color, lantern sleeve and round neckline. it flaunts a slight a-like silhouette.	OP61574	OASAP	OASAP			USD	15.99	19.99	19.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F61574-chic-lantern-sleeve-a-line-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image7.oasap.com/o_img/2015/10/19/61574-487229-home/chic-lantern-sleeve-a-line-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.541	Chic Scalloped Hem Round Neck Chiffon Crop Top	chiffon crop top,round neck crop top,sleeveless crop top,chic crop top,fancy crop top,women crop top,stylish crop top,lady crop top	the crop top is made from chiffon with solid color, scalloped hem, round neck and sleeveless design.	OP64424	OASAP	OASAP			USD	13.99	29.99	29.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Ftanks%2F64424-chic-scalloped-hem-round-neck-chiffon-crop-top.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2016/01/11/64424-529767-home/chic-scalloped-hem-round-neck-chiffon-crop-top.jpg	Tanks	Tees & Tanks	Tees & Tanks								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.541	Women Multi-color Lace-Up Front Halter One Piece Swimwear	multicolor swimsuit,lace-up front,halter swimsuit,swimsuits,bathing suits,designer swimwear,modest swimwear,fantasie swimwear,ladies swimwear,one piece swimsuit	ethnic print in multicolor accents this halter swimsuit with a decidedly daring plunge front and adjustable lace-up detail. made of soft high-stretch fabric, no underwire, with soft bra padding insert.	OP65297	OASAP	OASAP			USD	13.99	29.99	29.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F65297-women-multi-color-lace-up-front-halter-one-piece-swimwear.html	http://www.awltovhc.com/image-7893798-11634729	http://image2.oasap.com/o_img/2016/03/19/65297-542901-home/women-multi-color-lace-up-front-halter-one-piece-swimwear.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.542	Women Chic Open Shoulder Short Sleeve Knit Tee	solid color tee,woman tee,brief tee,fashion tee,casual tee,cut-out shoulder tee,short sleeve tee,plain t shirts,novelty t shirts	The tee made from cotton blend with solid color, cut-out shoulder, short sleeve and loose fit design.	OP66258	OASAP	OASAP			USD	14.99	29.99	29.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Ftanks%2F66258-women-chic-open-shoulder-short-sleeve-knit-tee.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2016/05/03/66258-556403-home/women-chic-open-shoulder-short-sleeve-knit-tee.jpg	Tees	Tees & Tanks	Tees & Tanks								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.542	Elegant Women Lace Trim 3/4 Sleeve Chiffon Dress	chic dresses,fancy dresses,modern dresses,fashion dresses,comfortable dresses,little black dress,vintage dresses,print dresses,lace dress,chiffon dresses	The dress is featuring lace trim, round neck, 3/4 sleeve and slim fit.	OP66565	OASAP	OASAP			USD	22.99	39.99	39.99	no	http://www.anrdoezrs.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F66565-elegant-women-lace-trim-3-4-sleeve-chiffon-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2016/05/10/66565-560269-home/elegant-women-lace-trim-3-4-sleeve-chiffon-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.542	Fresh Aqua Floral Print Maxi Dress	floral dress,women dress,dress,dresses,print dress,graphic dress,maxi dress,petite dress,party dresses,evening dresses,vintage dresses,print dresses,sweet dress	the dress featuring floral graphic. pleated waist. scoop neckline. 3/4 sleeves.	OP59221	OASAP	OASAP			USD	17.99	24.99	24.99	no	http://www.jdoqocy.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmidi-maxi%2F59221-fresh-aqua-floral-print-maxi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image2.oasap.com/o_img/2015/08/03/59221-446699-home/fresh-aqua-floral-print-maxi-dress.jpg	Midi & Maxi	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.543	Vintage Paisley Print Slim Straps Rompers	rompers,playsuits,women rompers,women playsuits,floral rompers,floral playsuits,solid playsuits,slim straps playsuits,blue playsuits,hot pink playsuits,pom pom rompers	The rompers featuring paisley print. Slim shoulder straps. Sleeveless. Pleated waist.	OP59320	OASAP	OASAP			USD	17.99	24.99	24.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F59320-vintage-paisley-print-slim-straps-rompers.html	http://www.awltovhc.com/image-7893798-11634729	http://image6.oasap.com/o_img/2015/08/06/59320-448365-home/vintage-paisley-print-slim-straps-rompers.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.543	Striped Print Lace-up Front Slim Fit Knit Tee	chic tees,fancy tees,modern tees,fashion tees,good-looking tees,comfortable tees,lace-up front tees,long sleeve tees,graphic tees,printed tees	The tee is made from cotton blend with striped print, long sleeve, lace-up front and slim fit design.	OP64168	OASAP	OASAP			USD	12.99	19.99	19.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Ftanks%2F64168-striped-print-lace-up-front-slim-fit-knit-tee.html	http://www.awltovhc.com/image-7893798-11634729	http://image10.oasap.com/o_img/2015/12/23/64168-526301-home/striped-print-lace-up-front-slim-fit-knit-tee.jpg	Tees	Tees & Tanks	Tees & Tanks								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.544	Women's V Neck Sleeveless High Waist Floral Print Maxi Dress	v neck dress,sleeveless dress,high waist dress,floral printed dress,casual dress,fashion dress,stylish dress,maxi dress,pullover dress	This maxi dress is designed with V neck, sleeveless style, high waist and floral printed.	OP66762	OASAP	OASAP			USD	22.99	39.99	39.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fday%2F66762-women-s-v-neck-sleeveless-high-waist-floral-print-maxi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2016/05/17/66762-563173-home/women-s-v-neck-sleeveless-high-waist-floral-print-maxi-dress.jpg	Day	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.544	Spaghetti Straps White Lace Romper	white rompers,sleeveless rompers,backless rompers,spaghetti strap rompers,lace rompers,sweet rompers,cute rompers,fancy rompers,bohemian rompers	delicate lace gives a feminine edge to oasap\'s romantic, on-the-go romper! embroidered lace is gorgeous all over, sculpting a spaghetti strap romper that\'s elastic and adjustable! elasticized waist sweeps into the shorts, with scalloped trim along the a	OP59166	OASAP	OASAP			USD	18.99	24.99	24.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fjumpsuits-playsuits%2F59166-spaghetti-straps-white-lace-romper.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2015/08/01/59166-445921-home/spaghetti-straps-white-lace-romper.jpg	Jumpsuits & Rompers	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.544	Slouchy Loose Fit Off-the-Shoulder Tunic Dress	white dress,slouchy tunic,loose fit tunic,off-the-shoulder tunic,tunic dress,slouchy dress,loose fit dress,off-the-shoulder dress,red tunic dress	the dress featuring loose fit. slim shoulder straps. long sleeve. flounced hem.	OP59228	OASAP	OASAP			USD	17.99	24.99	24.99	no	http://www.kqzyfj.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fwhite-dress%2F59228-slouchy-loose-fit-off-the-shoulder-tunic-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image5.oasap.com/o_img/2015/08/03/59228-446787-home/slouchy-loose-fit-off-the-shoulder-tunic-dress.jpg	White Dress	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.545	Lime Yellow Halter Neckline Maxi Dress	dress,dresses,women dress,fashion dress,stylish dress,yellow dress,lime dress,chiffon dresses,party dresses,evening dresses,sexy dresses,long dress,petite dresses,sweet dress	the dress featuring loose fit. halter neckline. sleeveless.	OP59323	OASAP	OASAP			USD	20.99	34.99	34.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmidi-maxi%2F59323-lime-yellow-halter-neckline-midi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image6.oasap.com/o_img/2015/08/06/59323-448387-home/lime-yellow-halter-neckline-midi-dress.jpg	Midi & Maxi	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.545	Blue Chevron Print Strapless Maxi Dress	dress,dresses,women dress,fashion dress,stylish dress,blue dress,chevron dress,print dress,strapless dress,midi dress,vintage tees,graphic tanks,printed tees,party dresses,evening dresses,print dresses,long dress,strapless dress,sweet dress	The dress featuring chevron graphic. Off-the-shoulder neckline. Pleated waist.	OP59447	OASAP	OASAP			USD	18.99	24.99	24.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmidi-maxi%2F59447-blue-chevron-print-strapless-midi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2015/08/08/59447-450195-home/blue-chevron-print-strapless-midi-dress.jpg	Midi & Maxi	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.546	Chic Color Block Striped Tee	chic tees,fancy tees,modern tees,fashion tees,colorful tees,good-looking tees,comfortable tees,striped tees,long sleeve tees,printed tees,novelty t shirts	the tee is featuring color block, striped printing, long sleeve and round neckline.	OP61508	OASAP	OASAP			USD	11.99	19.99	19.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Ftanks%2F61508-chic-color-block-striped-tee.html	http://www.awltovhc.com/image-7893798-11634729	http://image9.oasap.com/o_img/2015/10/16/61508-485963-home/chic-color-block-striped-tee.jpg	Tees	Tees & Tanks	Tees & Tanks								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.546	Fancy Stand Collar Short Sleeve Button Down Shirt	fashionable shirts,good-looking shirts,fancy shirts,attractive shirts,comfortable shirts,charming shirts,collared shirts,button down shirts,dress shirts	the shirt is featuring stand collar, short sleeve, button down and breasted pocket.	OP63149	OASAP	OASAP			USD	11.99	19.99	19.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fbutton-down-shirts%2F63149-fancy-stand-collar-short-sleeve-button-down-shirt.html	http://www.awltovhc.com/image-7893798-11634729	http://image5.oasap.com/o_img/2015/11/27/63149-512749-home/fancy-stand-collar-short-sleeve-button-down-shirt.jpg	Button Down Shirts	Blouses/Shirts	Blouses/Shirts								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.546	Side Cut-out Crossed Back One Piece Swimsuit	black swimsuit,side cut-out swimsuit,black swimsuit,crossed swimsuit,swimsuits,bathing suits,modest swimwear,fantasie swimwear,ladies swimwear,one piece swimsuit	The swimsuit is made from polyester and spandex with cut-out side, crossed back and one piece.	OP64514	OASAP	OASAP			USD	19.99	34.99	34.99	no	http://www.dpbolvw.net/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fswimwear%2F64514-side-cut-out-crossed-back-one-piece-swimsuit.html	http://www.awltovhc.com/image-7893798-11634729	http://image4.oasap.com/o_img/2016/01/18/64514-530971-home/side-cut-out-crossed-back-one-piece-swimsuit.jpg	Swimwear	Clothing	Clothing								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
OASAP	http://www.oasap.com/	OASAP Product Catalog	2016-06-22 12:15:38.547	Women's V Neck 3/4 Sleeve Floral Embroidery Maxi Dress	bohemia dress,embroidery dress,maxi dress,spring dress,fall dress,casual dress,fashion dress,pullover dress	the maxi dress features v neck, three quarter lenghth sleeves with elastic cuffs and hook-and-eye closure. adjustable drawstring defines empire waist. handmade embroidery in a striking floral pattern for a stunning look. it is half lined and suitable for	OP65088	OASAP	OASAP			USD	36.99	59.99	59.99	no	http://www.tkqlhce.com/click-7893798-11634729?url=http%3A%2F%2Fwww.oasap.com%2Fmidi-maxi%2F65088-women-s-v-neck-3-4-sleeve-floral-embroidery-maxi-dress.html	http://www.awltovhc.com/image-7893798-11634729	http://image3.oasap.com/o_img/2016/03/09/65088-542002-home/women-s-v-neck-3-4-sleeve-floral-embroidery-maxi-dress.jpg	Midi & Maxi	Dresses	Dresses								yes	Free shipping worldwide	2016-06-22 00:00:00.0	2016-08-22 12:00:00.0	yes	yes	yes	new		
